avg_rating,no_ratings,desc,Whisky-ID,Brennerei,"Land, Region",Sorte,Alter,Alkoholgehalt,Flaschen­größe,Abfüller,Merkmale,Aroma-Rauch:,Aroma-Maritime Noten:,Aroma-Seetang:,Aroma-Süße:,Aroma-Sherry:,Aroma-Jod:,Aroma-Schinken:,Aroma-Früchte:,Aroma-Lagerfeuer:,Aroma-Eiche:,Aroma-Medizinischer Rauch:,Aroma-Salz:,Aroma-Gewürze:,Aroma-Herb:,Aroma-Vanille:,Aroma-Malz:,Aroma-Zitrus:,Aroma-Getrocknete Früchte:,Aroma-Leder:,Aroma-Karamell:,Aroma-Honig:,Aroma-Rosine:,Aroma-Kräuter:,Aroma-Alkohol:,Aroma-Orange:,Aroma-Dunkle Schokolade:,Aroma-Nüsse:,Aroma-Zitrone:,Aroma-Zimt:,Aroma-Pfirsich:,Aroma-Apfel:,Aroma-Gras:,Aroma-Trauben:,Aroma-Anis:,Aroma-Kaffee:,Aroma-Kirsche:,Aroma-Kuchen:,Aroma-Minze:,Aroma-Öl:,Aroma-Schokolade:,Aroma-Tabak:,Aroma-Floral:,Aroma-Heide:,Aroma-Pfeffer:,Aroma-Brombeere:,Aroma-Chili:,Aroma-Feige:,Aroma-Gerste:,Aroma-Grüner Apfel:,Aroma-Ingwer:,Aroma-Kiwi:,Aroma-Limette:,Aroma-Melone:,Aroma-Muskat:,Aroma-Nelke:,Aroma-Pflaume:,Aroma-Walnuss:,Aroma-Banane:,Aroma-Beeren:,Aroma-Birne:,Aroma-Dattel:,Aroma-Ananas:,Geschmack-Rauch:,Geschmack-Süße:,Geschmack-Maritime Noten:,Geschmack-Gewürze:,Geschmack-Seetang:,Geschmack-Sherry:,Geschmack-Salz:,Geschmack-Eiche:,Geschmack-Früchte:,Geschmack-Lagerfeuer:,Geschmack-Schinken:,Geschmack-Malz:,Geschmack-Herb:,Geschmack-Medizinischer Rauch:,Geschmack-Jod:,Geschmack-Nüsse:,Geschmack-Dunkle Schokolade:,Geschmack-Pfeffer:,Geschmack-Vanille:,Geschmack-Zitrus:,Geschmack-Öl:,Geschmack-Chili:,Geschmack-Karamell:,Geschmack-Honig:,Geschmack-Getrocknete Früchte:,Geschmack-Leder:,Geschmack-Kaffee:,Geschmack-Kräuter:,Geschmack-Schokolade:,Geschmack-Tabak:,Geschmack-Alkohol:,Geschmack-Heide:,Geschmack-Zitrone:,Geschmack-Zimt:,Geschmack-Beeren:,Geschmack-Gerste:,Geschmack-Ananas:,Geschmack-Apfel:,Geschmack-Dattel:,Geschmack-Rosine:,Geschmack-Grapefruit:,Geschmack-Ingwer:,Geschmack-Pfirsich:,Geschmack-Anis:,Geschmack-Birne:,Geschmack-Trauben:,Geschmack-Mandeln:,Geschmack-Kuchen:,Geschmack-Melone:,Geschmack-Pflaume:,Geschmack-Walnuss:,Geschmack-Zitronenschale:,Geschmack-Muskat:,Geschmack-Nelke:,Geschmack-Banane:,Geschmack-Brombeere:,Geschmack-Schwarze Johannisbeere:,Geschmack-Kirsche:,Geschmack-Limette:,Geschmack-Feige:,Geschmack-Floral:,Geschmack-Orange:,Abgang-Rauch:,Abgang-Maritime Noten:,Abgang-Süße:,Abgang-Eiche:,Abgang-Gewürze:,Abgang-Seetang:,Abgang-Salz:,Abgang-Malz:,Abgang-Sherry:,Abgang-Herb:,Abgang-Lagerfeuer:,Abgang-Schinken:,Abgang-Nüsse:,Abgang-Früchte:,Abgang-Dunkle Schokolade:,Abgang-Jod:,Abgang-Pfeffer:,Abgang-Medizinischer Rauch:,Abgang-Öl:,Abgang-Schokolade:,Abgang-Leder:,Abgang-Kaffee:,Abgang-Kräuter:,Abgang-Zitrus:,Abgang-Heide:,Abgang-Tabak:,Abgang-Chili:,Abgang-Vanille:,Abgang-Karamell:,Abgang-Alkohol:,Abgang-Getrocknete Früchte:,Abgang-Orange:,Abgang-Rosine:,Abgang-Birne:,Abgang-Honig:,Abgang-Mandeln:,Abgang-Minze:,Abgang-Schwarze Johannisbeere:,Abgang-Trauben:,Abgang-Tropische Früchte:,Abgang-Zimt:,Abgang-Zitrone:,Abgang-Zitronenschale:,Abgang-Anis:,Abgang-Apfel:,Abgang-Feige:,Abgang-Haselnüsse:,Abgang-Heu:,Abgang-Ingwer:,Abgang-Kirsche:,Abgang-Limette:,Abgang-Pfirsich:,Fassreifung,Aroma-Mandeln:,Aroma-Heu:,Aroma-Zitronenschale:,Aroma-Haselnüsse:,Aroma-Grapefruit:,Aroma-Erdbeere:,Geschmack-Gras:,Geschmack-Minze:,Geschmack-Erdbeere:,Geschmack-Haselnüsse:,Abgang-Floral:,Abgang-Walnuss:,Abgang-Grüner Apfel:,Abgang-Gras:,Abgang-Kuchen:,Abgang-Pflaume:,Aroma-Tropische Früchte:,Geschmack-Weizen:,Geschmack-Heu:,Geschmack-Grüner Apfel:,Abgang-Nelke:,Abgang-Gerste:,Abgang-Ananas:,Abgang-Banane:,Abgang-Beeren:,Abgang-Kokosnuss:,Abgang-Muskat:,Geschmack-Roggen:,Abgang-Dattel:,Abgang-Grapefruit:,Abfüll­datum,Aroma-Kokosnuss:,Geschmack-Tropische Früchte:,Abgang-Brombeere:,Aroma-Schwarze Johannisbeere:,Serie,Aroma-Weizen:,Abgang-Weizen:,Geschmack-Kiwi:,Abgang-Rote Johannisbeere:,Nachreifung,Geschmack-Rote Johannisbeere:,Abgang-Erdbeere:,Abgang-Kiwi:,2. Nachreifung,Aroma-Rote Johannisbeere:,Geschmack-Kokosnuss:
4.5,"1,364","Der Klassiker von Lagavulin wird mit einem hohen Rauchgehalt im Malz gedarrt. Die Brennblasen der Brennerei sind birnenförmig, so dass beim Destillieren alle Geschmacksstoffe in die Kondensatoren weitergeleitet werden können. Anschließend reift der Single Malt in Bourbon- und Sherryfässern bis zur Vollendung.",6,Lagavulin,"Schottland,
								
							
							
								
									Islay",Single Malt Whisky,16 Jahre,43%,0.7 l,Originalabfüller,, 4.681 , 3.835 , 3.7286 , 2.1561 , 1.3404 , 1.5893 , 1.4342 , 0.8162 , 1.3416 , 0.8316 , 0.8916 , 0.7558 , 0.6002 , 0.5675 , 0.3704 , 0.3456 , 0.304 , 0.3682 , 0.36 , 0.3296 , 0.1807 , 0.2013 , 0.1746 , 0.1937 , 0.1533 , 0.1341 , 0.1111 , 0.0959 , 0.0927 , 0.0959 , 0.0948 , 0.0767 , 0.0767 , 0.0776 , 0.0581 , 0.0574 , 0.0581 , 0.0568 , 0.0574 , 0.0561 , 0.0574 , 0.0378 , 0.0383 , 0.0378 , 0.0387 , 0.0383 , 0.0366 , 0.0183 , 0.0194 , 0.0191 , 0.0194 , 0.0191 , 0.0191 , 0.0191 , 0.0191 , 0.0191 , 0.0202 , 0.0187 , 0.0187 , 0.0187 , 0.0191 , 0.0191 , 4.9687 , 2.9063 , 3.4344 , 1.7502 , 2.8878 , 1.109 , 2.0086 , 1.4475 , 0.8512 , 1.1499 , 0.9885 , 0.7009 , 0.7603 , 0.5812 , 0.5427 , 0.4491 , 0.4358 , 0.4122 , 0.336 , 0.3686 , 0.2797 , 0.2556 , 0.2359 , 0.209 , 0.2302 , 0.2328 , 0.1915 , 0.183 , 0.183 , 0.1685 , 0.155 , 0.1163 , 0.0959 , 0.0837 , 0.0767 , 0.0548 , 0.0574 , 0.0574 , 0.0574 , 0.0548 , 0.0383 , 0.0383 , 0.0387 , 0.0387 , 0.0383 , 0.0383 , 0.0383 , 0.0387 , 0.0194 , 0.0183 , 0.0202 , 0.0194 , 0.0194 , 0.0191 , 0.0191 , 0.0194 , 0.0202 , 0.0191 , 0.0194 , 0.0194 , 0.0191 , 0.0189 , 4.1435 , 2.453 , 2.2338 , 1.9263 , 1.2524 , 1.4537 , 1.3224 , 0.9284 , 0.7534 , 0.7956 , 0.7364 , 0.5621 , 0.5115 , 0.4211 , 0.3641 , 0.3682 , 0.3478 , 0.2715 , 0.2684 , 0.2276 , 0.2302 , 0.2107 , 0.1894 , 0.1915 , 0.1356 , 0.1163 , 0.115 , 0.0948 , 0.0948 , 0.0802 , 0.0776 , 0.0776 , 0.0574 , 0.0581 , 0.0387 , 0.0387 , 0.0387 , 0.04 , 0.0191 , 0.0194 , 0.0189 , 0.0194 , 0.0194 , 0.0194 , 0.0191 , 0.0194 , 0.0194 , 0.0194 , 0.0191 , 0.0194 , 0.0194 , 0.0194 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8,"1,022",Der 12-jährige Highland Park ist der wichtigste Eckpfeiler im Sortiment der Brennerei. In Sherryfässern gereift überzeugt er mit einem süßen und würzigen Charakter.,19383,Highland Park,"Schottland,
								
							
							
								
									Inseln",Single Malt Whisky,12 Jahre,40%,0.7 l,Originalabfüller,, 4.1599 , 0.1172 , 0.1103 , 3.4841 , 2.9808 ,, 0.0724 , 2.0144 , 0.2143 , 1.0548 , 0.0962 , 0.0242 , 0.9119 , 0.1821 , 0.7071 , 1.2026 , 0.7756 , 0.1446 , 0.0708 , 0.5006 , 1.5324 , 0.0684 , 3.0406 , 0.1204 , 0.3096 , 0.0239 , 0.276 , 0.1667 ,, 0.119 , 0.1648 , 0.143 ,,,, 0.0951 , 0.0242 ,, 0.0239 , 0.0466 , 0.119 , 0.4475 , 2.9061 , 0.094 , 0.0242 , 0.0239 , 0.1137 ,, 0.1686 ,, 0.0242 ,,, 0.0239 , 0.0716 , 0.0477 ,, 0.07 , 0.0234 , 0.2095 , 0.0951 , 0.119 , 3.6773 , 3.5996 , 0.3575 , 1.8377 , 0.2168 , 1.9506 , 0.2119 , 2.0075 , 1.0141 , 0.2622 , 0.0482 , 2.1781 , 0.3436 , 0.0748 ,, 0.7301 , 0.1648 , 0.2563 , 0.4745 , 0.4798 , 0.4997 , 0.254 , 0.3351 , 1.6441 , 0.0951 , 0.0724 , 0.0716 , 1.616 , 0.2048 , 0.0466 , 0.0962 , 1.4213 , 0.0477 , 0.0209 , 0.0239 , 0.0228 , 0.0716 , 0.0477 , 0.0239 , 0.0228 , 0.0477 ,, 0.0724 ,,,,, 0.0724 ,, 0.0684 , 0.0253 ,, 0.0482 , 0.0239 , 0.0239 , 0.0482 ,, 0.0716 ,,, 0.1667 , 0.3061 , 3.172 , 0.1667 , 2.4579 , 2.4376 , 2.1063 , 0.0724 , 0.0716 , 1.7901 , 1.2769 , 0.7773 , 0.1686 , 0.0482 , 0.4711 , 0.8874 , 0.3334 , 0.0242 , 0.1821 ,, 0.2383 , 0.1885 , 0.119 , 0.0716 , 1.6488 , 0.2622 , 1.5177 , 0.0962 , 0.0951 , 0.1177 , 0.1648 , 0.0748 , 0.0242 , 0.0962 , 0.0477 , 0.0482 , 0.5061 ,,,, 0.0239 ,,, 0.0242 ,,, 0.0239 , 0.0242 ,,,,, 0.0242 ,,"Sherry,
						
							Sherry Refill", 0.0951 , 0.0716 , 0.0482 , 0.0242 , 0.0242 , 0.0253 , 0.0951 , 0.0471 , 0.0253 , 0.0239 , 0.1204 , 0.0504 , 0.0253 , 0.0242 , 0.0242 , 0.0242 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.2,"1,005","Sie bevorzugen rauchigen, intensiven Whisky? Dann sollten Sie sich eine Flasche dieses Ardbeg TEN gönnen. Er schmeckt voll und intensiv. Darüber schwebt eine aromatische Rauchnote. Dieser Malt Whisky ist nicht kühlgefiltert.

Er schmeckt voll und intensiv.",248,Ardbeg,"Schottland,
								
							
							
								
									Islay",Single Malt Whisky,10 Jahre,46%,0.7 l,Originalabfüller,, 4.9725 , 2.5094 , 2.4354 , 2.9089 , 0.1521 , 0.2832 , 0.523 , 1.0093 , 1.3576 , 0.5916 , 1.3512 , 0.523 , 0.7123 , 0.5146 , 0.699 , 0.544 , 1.3314 , 0.0435 , 0.4688 , 0.2058 , 0.3143 ,, 0.4715 , 0.5012 , 0.1293 , 0.0646 , 0.1873 , 0.5172 , 0.0624 , 0.0431 , 0.1704 , 0.1509 , 0.0431 , 0.0218 , 0.0435 , 0.0215 ,, 0.0851 , 0.0861 , 0.0421 , 0.0646 , 0.1064 , 0.1939 , 0.213 ,, 0.0215 , 0.0206 , 0.0411 , 0.0435 , 0.0431 ,, 0.1076 , 0.0431 , 0.0215 ,,, 0.0228 , 0.021 , 0.0631 , 0.2527 ,, 0.1293 , 5 , 2.9748 , 2.6941 , 2.2366 , 2.5714 , 0.2353 , 0.9586 , 1.1478 , 0.7443 , 1.2926 , 0.6538 , 1.1328 , 0.6022 , 0.9013 , 0.2614 , 0.4856 , 0.0851 , 0.8003 , 0.5494 , 1.5391 , 0.3343 , 0.3449 , 0.2272 , 0.2347 , 0.0646 , 0.1308 , 0.2154 , 0.4941 , 0.3086 , 0.1685 , 0.7191 , 0.1961 , 0.625 , 0.094 , 0.0646 , 0.0617 , 0.0431 , 0.0861 , 0.0646 , 0.0206 , 0.0646 , 0.1076 ,, 0.0435 , 0.0431 , 0.0431 , 0.0431 , 0.0218 , 0.0435 , 0.0411 , 0.0228 , 0.1526 ,, 0.0646 , 0.0646 , 0.0218 ,, 0.0215 , 0.1088 , 0.0218 , 0.1293 , 0.1064 , 4.5734 , 1.2711 , 3.3759 , 1.4048 , 1.872 , 0.9588 , 0.4741 , 1.9598 , 0.154 , 0.7882 , 0.7627 , 0.2396 , 0.2981 , 0.4735 , 0.3015 , 0.0871 , 0.5352 , 0.5666 , 0.2154 , 0.213 , 0.2154 , 0.1509 , 0.3624 , 0.4741 , 0.1961 , 0.1526 , 0.2154 , 0.3407 , 0.1917 , 0.2928 , 0.0218 , 0.0653 ,, 0.0653 , 0.1308 , 0.0218 , 0.0435 ,,,, 0.0426 , 0.2614 , 0.1088 ,,,,, 0.0435 ,,, 0.0435 ,,, 0.0215 , 0.0861 , 0.1526 , 0.0218 , 0.0435 ,, 0.0861 , 0.0213 ,,, 0.0871 , 0.0228 ,,, 0.0218 , 0.0218 , 0.1076 , 0.0411 , 0.0435 , 0.0218 , 0.0861 , 0.0653 , 0.0218 , 0.0218 , 0.0215 , 0.0228 , 0.0218 ,,,,,,,,,,,,,,,,,,,,
3.9,918,"Balvenie Double Wood 12 Jahre konnte 2018 25. Geburtstag feiern. Dieser Meilenstein begann 1993 und ist der Beweis für die handwerkliche Begabung von Malt Master David Stewart, der 1982 ein Verfahren entwickelte, das heute unter dem Namen 'Wood Finishing' bekannt ist. Für den 12-jährigen Balvenie Double Wood werden Ex-Bourbonfässer aus amerikanischer Eiche und Hogsheads verwendet. Seine Nachreifung erhält dieser Single Malt in Ex-Oloroso-Sherryfässern aus spanischer Eiche. Beste Whiskys aus 25 Jahren Whisky.de - Schottland",33036,Balvenie,"Schottland,
								
							
							
								
									Speyside",Single Malt Whisky,12 Jahre,40%,0.7 l,Originalabfüller,, 0.1951 ,,, 4.271 , 3.6975 ,,, 2.6423 ,, 1.2821 ,,, 0.7305 , 0.0554 , 2.9781 , 0.2611 , 3.2398 , 0.1756 , 0.0286 , 0.5551 , 2.409 , 0.083 , 0.1847 , 0.2344 , 3.3878 ,, 0.6433 , 0.2896 , 0.42 , 0.1446 , 0.3151 , 0.0289 , 0.0289 ,,, 0.0868 ,, 0.0573 , 0.058 , 0.1131 , 0.0289 , 0.0286 , 0.058 , 0.0286 , 0.0586 ,,, 0.0554 , 0.0586 ,,, 0.058 , 0.0289 ,, 0.0289 ,, 0.0918 , 0.0567 , 0.0567 , 0.1414 ,, 0.058 , 0.2361 , 3.7458 ,, 1.6734 ,, 2.9085 ,, 2.4631 , 2.0362 ,,, 0.6619 , 0.235 ,,, 3.3411 , 0.2003 , 0.1414 , 1.5687 , 1.8298 , 0.8714 , 0.1544 , 0.8144 , 2.3139 , 0.1446 ,, 0.0289 , 0.2215 , 0.3872 , 0.0282 , 0.2344 , 0.0878 ,, 0.6325 , 0.1446 ,,, 0.1157 , 0.0868 , 0.1659 , 0.1157 ,, 0.1462 ,, 0.2026 ,, 0.1446 , 0.0292 ,, 0.0276 , 0.0613 ,, 0.0292 ,, 0.058 ,,,, 0.0292 , 0.0292 , 0.0289 , 1.6606 , 0.4582 ,, 3.2643 , 3.4086 , 2.162 ,,, 1.0878 , 1.6814 , 0.6012 , 0.0292 ,, 2.2331 , 1.1896 , 0.3764 ,, 0.1382 ,, 0.7819 , 0.2863 ,, 0.058 , 0.0286 , 0.724 , 0.0292 , 0.0586 , 0.1157 , 0.8875 , 0.2578 , 0.3936 , 0.0292 , 0.4977 , 0.0868 , 0.0586 , 0.5563 , 0.1756 ,,, 0.0289 ,, 0.4007 , 0.0292 ,,, 0.0868 , 0.0292 , 0.1462 ,,, 0.0292 ,,,Bourbonfässer and Finish in Oloroso-Sherryfässern, 0.1157 , 0.0289 ,, 0.0292 , 0.0292 , 0.0305 ,,,,, 0.0292 , 0.0305 , 0.0305 ,, 0.0586 ,, 0.0289 , 0.0276 ,,, 0.0289 ,,,, 0.0289 ,, 0.0292 , 0.0305 , 0.0289 , 0.0292 ,,,,,,,,,,,,,,,,,
4.6,824,Dies war der erste neue Original-Ardbeg in Fassstärke nach der Zeit der Schließung der Brennerei! Er wird aus 90% Ex-Bourbon und 10% Malts aus Sherryfässern kreiert. Damit ist er etwas fruchtiger und weicher als der 10-Jährige. Die Fassstärke sorgt für Kraft!,464,Ardbeg,"Schottland,
								
							
							
								
									Islay",Single Malt Whisky,,54.2%,0.7 l,Originalabfüller,, 4.4252 , 1.3227 , 1.1558 , 3.1572 , 2.5383 , 0.3077 , 0.9539 , 1.1107 , 1.491 , 0.8353 , 0.3384 , 0.4925 , 1.006 , 2.064 , 0.9662 , 0.5762 , 0.4066 , 0.3693 , 0.6017 , 1.0465 , 0.4177 , 0.3779 , 0.416 , 0.4614 , 0.1825 , 0.213 , 0.2644 , 0.0304 , 0.0294 , 0.0607 , 0.03 , 0.1218 , 0.1218 , 0.0614 , 0.7694 ,, 0.2155 , 0.0904 , 0.0607 , 0.4163 , 1.004 , 0.1204 , 0.1522 , 0.0904 , 0.0925 , 0.0304 , 0.0874 ,,, 0.0304 ,, 0.0914 ,, 0.0304 , 0.1218 , 0.1218 , 0.0321 , 0.0297 , 0.1191 , 0.0593 , 0.0607 , 0.0304 , 4.846 , 3.4733 , 1.3443 , 1.657 , 0.8308 , 2.2757 , 0.8424 , 1.4031 , 0.9385 , 1.1258 , 0.7385 , 1.3216 , 1.5361 , 0.541 , 0.2462 , 0.6583 , 0.4815 , 0.6544 , 0.7515 , 0.3622 , 0.4442 , 0.3516 , 0.401 , 0.5249 , 0.5173 , 0.2769 , 0.5781 , 0.2907 , 0.6106 , 0.6248 , 0.5232 , 0.2462 , 0.1218 , 0.053 , 0.0607 , 0.029 ,, 0.0304 , 0.0914 , 0.2325 ,, 0.0304 ,, 0.0307 ,,,, 0.1539 ,, 0.029 , 0.0321 , 0.0307 , 0.0307 , 0.0304 , 0.0304 , 0.0614 ,, 0.0304 ,, 0.0307 ,, 0.1504 , 4.0317 , 0.7608 , 2.6744 , 1.488 , 1.5208 , 0.4307 , 0.3347 , 0.9927 , 1.4408 , 1.5042 , 0.8001 , 0.1846 , 0.3611 , 0.4359 , 0.4563 , 0.1232 , 0.3779 , 0.2462 , 0.2738 , 0.3611 , 0.3043 , 0.6391 , 0.2407 , 0.1825 , 0.1846 , 0.4925 , 0.2434 , 0.2407 , 0.1504 , 0.1591 , 0.1539 ,, 0.1218 , 0.0307 ,,,,,,, 0.03 ,,,,, 0.0307 , 0.0307 ,, 0.0304 , 0.0307 , 0.0307 ,,"Bourbon,
						
							Sherry", 0.0304 ,,,, 0.0614 ,,,,,, 0.0307 ,,,, 0.0614 , 0.0307 , 0.0607 ,, 0.0307 ,, 0.0304 , 0.0307 ,,,,, 0.0614 ,,,,2013, 0.0321 , 0.0304 , 0.0614 ,,,,,,,,,,,,,
